Category URL,Product URL,Page Number,Page Type,Classification Reason,Status,Error Stage,Error Type,Error Message,HTTP Status,Fallback Used,Records Written
https://www.safcodental.com/catalog/gloves,https://www.safcodental.com/product/beesure-reg-slim-trade-nitrile,6,item_table_page,masterData found,success,,,,,no,8
https://www.safcodental.com/catalog/gloves,https://www.safcodental.com/product/micro-touch-reg-nitrile,6,item_table_page,masterData found,success,,,,,no,4
https://www.safcodental.com/catalog/gloves,https://www.safcodental.com/product/microflex-reg-tq-601-soft-white-nitrile,6,item_table_page,masterData found,success,,,,,no,2
https://www.safcodental.com/catalog/gloves,https://www.safcodental.com/product/nitriderm-reg-ultra-white,6,item_table_page,masterData found,success,,,,,no,1
https://www.safcodental.com/catalog/gloves,https://www.safcodental.com/product/purple-nitrile,6,item_table_page,masterData found,success,,,,,no,4
https://www.safcodental.com/catalog/gloves,https://www.safcodental.com/product/microflex-reg-freeform-reg-se,6,item_table_page,masterData found,success,,,,,no,4
https://www.safcodental.com/catalog/gloves,https://www.safcodental.com/product/proderm-trade,7,item_table_page,masterData found,success,,,,,no,3
https://www.safcodental.com/catalog/gloves,https://www.safcodental.com/product/polymed-reg,7,item_table_page,masterData found,success,,,,,no,1
https://www.safcodental.com/catalog/gloves,https://www.safcodental.com/product/beesure-reg-latex,7,item_table_page,masterData found,success,,,,,no,10
https://www.safcodental.com/catalog/gloves,https://www.safcodental.com/product/blossom-reg,7,item_table_page,masterData found,success,,,,,no,1
https://www.safcodental.com/catalog/gloves,https://www.safcodental.com/product/vitalgard-reg,7,item_table_page,masterData found,success,,,,,no,1
https://www.safcodental.com/catalog/gloves,https://www.safcodental.com/product/microflex-reg-comfortgrip-trade,7,unsupported_layout,No item-level masterData found,partial_fallback,item_extraction,no_master_data,No item-level masterData found; wrote fallback record.,,yes,1
https://www.safcodental.com/catalog/gloves,https://www.safcodental.com/product/pulse-trade-latex,7,item_table_page,masterData found,success,,,,,no,5
https://www.safcodental.com/catalog/gloves,https://www.safcodental.com/product/micropro-textured,7,unsupported_layout,No item-level masterData found,partial_fallback,item_extraction,no_master_data,No item-level masterData found; wrote fallback record.,,yes,1
https://www.safcodental.com/catalog/gloves,https://www.safcodental.com/product/aloepro-trade,7,item_table_page,masterData found,success,,,,,no,4
https://www.safcodental.com/catalog/gloves,https://www.safcodental.com/product/wire-glove-box-holder,7,item_table_page,masterData found,success,,,,,no,3
https://www.safcodental.com/catalog/gloves,https://www.safcodental.com/product/nuvo-trade-drdae,7,unsupported_layout,No item-level masterData found,partial_fallback,item_extraction,no_master_data,No item-level masterData found; wrote fallback record.,,yes,1
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/surgifoam-reg,1,item_table_page,masterData found,success,,,,,no,6
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/regenafill-sup-trade-sup-bone-graft-plug,1,item_table_page,masterData found,success,,,,,no,2
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/ossify-sup-reg-sup-cortical-bone-sheet,1,item_table_page,masterData found,success,,,,,no,2
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/ossify-sup-reg-sup-dbm-cortical-fiber-bone-graft,1,multi_group_item_page,masterData found with grouped item rows,success,,,,,no,6
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/ossify-sup-reg-sup-min-demin-cortical-cancellous-bone-graft,1,item_table_page,masterData found,success,,,,,no,3
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/ossif-i-sem-trade,1,multi_group_item_page,masterData found with grouped item rows,success,,,,,no,18
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/foundation-trade,1,item_table_page,masterData found,success,,,,,no,6
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/orasoothe-reg-sockit-gel,1,item_table_page,masterData found,success,,,,,no,9
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/perma-sharp-reg-sutures,1,multi_group_item_page,masterData found with grouped item rows,success,,,,,no,144
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/safco-surestitch-trade-sutures,1,multi_group_item_page,masterData found with grouped item rows,success,,,,,no,45
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/heliplug-reg,1,item_table_page,masterData found,success,,,,,no,1
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/healiaid-reg-strong-nbsp-strong-collagen,1,item_table_page,masterData found,success,,,,,no,2
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/hemostat-sup-trade-sup,1,item_table_page,masterData found,success,,,,,no,1
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/soft-tissue-trimmer,1,item_table_page,masterData found,success,,,,,no,6
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/feather-sup-reg-nbsp-sup-microsurgical-blades,1,item_table_page,masterData found,success,,,,,no,4
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/sterile-water-for-injection-b-braun,2,item_table_page,masterData found,success,,,,,no,4
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/sodium-chloride-0-9-for-injection-baxter,2,item_table_page,masterData found,success,,,,,no,4
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/sodium-chloride-0-9-for-injection-b-braun,2,item_table_page,masterData found,success,,,,,no,3
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/lactated-ringer-s,2,item_table_page,masterData found,success,,,,,no,2
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/iv-administration-sets,2,item_table_page,masterData found,success,,,,,no,3
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/dentalprox-veragraft-trade-dental-powder,2,multi_group_item_page,masterData found with grouped item rows,success,,,,,no,13
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/r-t-r-membrane,2,unsupported_layout,No item-level masterData found,partial_fallback,item_extraction,no_master_data,No item-level masterData found; wrote fallback record.,,yes,1
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/r-t-r-syringe,2,item_table_page,masterData found,success,,,,,no,6
